Gene_name	Gene_ID	Transcript_ID	RefSeq_ID	Strand	Chromosome	Exon_region_start	Exon_region_end	Exon_rank_in_transcript
MUTYH	ENSG00000132781	ENST00000450313	NM_001128425	-1	chr1	45798957	45798996	4
MUTYH	ENSG00000132781	ENST00000450313	NM_001128425	-1	chr1	45798769	45798842	5
MUTYH	ENSG00000132781	ENST00000450313	NM_001128425	-1	chr1	45798590	45798631	6
MUTYH	ENSG00000132781	ENST00000450313	NM_001128425	-1	chr1	45798435	45798506	7
MUTYH	ENSG00000132781	ENST00000450313	NM_001128425	-1	chr1	45798246	45798359	8
MUTYH	ENSG00000132781	ENST00000450313	NM_001128425	-1	chr1	45798063	45798160	9
MUTYH	ENSG00000132781	ENST00000450313	NM_001128425	-1	chr1	45797838	45797982	10
MUTYH	ENSG00000132781	ENST00000450313	NM_001128425	-1	chr1	45797695	45797758	11
MUTYH	ENSG00000132781	ENST00000450313	NM_001128425	-1	chr1	45797333	45797521	12
MUTYH	ENSG00000132781	ENST00000450313	NM_001128425	-1	chr1	45800063	45800183	2
MUTYH	ENSG00000132781	ENST00000450313	NM_001128425	-1	chr1	45805891	45806142	1
MUTYH	ENSG00000132781	ENST00000450313	NM_001128425	-1	chr1	45794915	45795109	16
MUTYH	ENSG00000132781	ENST00000450313	NM_001128425	-1	chr1	45799085	45799275	3
TMEM127	ENSG00000135956	ENST00000258439	NM_017849	-1	chr2	96931607	96931732	1
TMEM127	ENSG00000135956	ENST00000258439	NM_017849	-1	chr2	96930876	96931250	2
TMEM127	ENSG00000135956	ENST00000258439	NM_017849	-1	chr2	96920571	96920735	3
TMEM127	ENSG00000135956	ENST00000258439	NM_017849	-1	chr2	96914254	96919853	4
NF2	ENSG00000186575	ENST00000338641	NM_181832	1	chr22	29999547	30000101	1
NF2	ENSG00000186575	ENST00000338641	NM_181832	1	chr22	30032740	30032865	2
NF2	ENSG00000186575	ENST00000338641	NM_181832	1	chr22	30035079	30035201	3
NF2	ENSG00000186575	ENST00000338641	NM_181832	1	chr22	30038191	30038274	4
NF2	ENSG00000186575	ENST00000338641	NM_181832	1	chr22	30050646	30050714	5
NF2	ENSG00000186575	ENST00000338641	NM_181832	1	chr22	30051583	30051665	6
NF2	ENSG00000186575	ENST00000338641	NM_181832	1	chr22	30054178	30054253	7
NF2	ENSG00000186575	ENST00000338641	NM_181832	1	chr22	30057194	30057328	8
NF2	ENSG00000186575	ENST00000338641	NM_181832	1	chr22	30060979	30061053	9
NF2	ENSG00000186575	ENST00000338641	NM_181832	1	chr22	30064322	30064435	10
NF2	ENSG00000186575	ENST00000338641	NM_181832	1	chr22	30067815	30067937	11
NF2	ENSG00000186575	ENST00000338641	NM_181832	1	chr22	30069258	30069475	12
NF2	ENSG00000186575	ENST00000338641	NM_181832	1	chr22	30070825	30070930	13
NF2	ENSG00000186575	ENST00000338641	NM_181832	1	chr22	30074185	30074312	14
NF2	ENSG00000186575	ENST00000338641	NM_181832	1	chr22	30077428	30077590	15
NF2	ENSG00000186575	ENST00000338641	NM_181832	1	chr22	30090741	30094587	16
PRKAR1A	ENSG00000108946	ENST00000589228	NM_002734	1	chr17	66511535	66511717	2
PRKAR1A	ENSG00000108946	ENST00000589228	NM_002734	1	chr17	66518897	66519067	3
PRKAR1A	ENSG00000108946	ENST00000589228	NM_002734	1	chr17	66519866	66519957	4
PRKAR1A	ENSG00000108946	ENST00000589228	NM_002734	1	chr17	66520157	66520218	5
PRKAR1A	ENSG00000108946	ENST00000589228	NM_002734	1	chr17	66521053	66521099	6
PRKAR1A	ENSG00000108946	ENST00000589228	NM_002734	1	chr17	66521895	66522053	7
PRKAR1A	ENSG00000108946	ENST00000589228	NM_002734	1	chr17	66523981	66524041	8
PRKAR1A	ENSG00000108946	ENST00000589228	NM_002734	1	chr17	66525011	66525132	9
PRKAR1A	ENSG00000108946	ENST00000589228	NM_002734	1	chr17	66526061	66526142	10
PRKAR1A	ENSG00000108946	ENST00000589228	NM_002734	1	chr17	66508568	66508689	1
PRKAR1A	ENSG00000108946	ENST00000589228	NM_002734	1	chr17	66526418	66529572	11
FANCE	ENSG00000112039	ENST00000229769	NM_021922	1	chr6	35420138	35420570	1
FANCE	ENSG00000112039	ENST00000229769	NM_021922	1	chr6	35423524	35424130	2
FANCE	ENSG00000112039	ENST00000229769	NM_021922	1	chr6	35425333	35425377	3
FANCE	ENSG00000112039	ENST00000229769	NM_021922	1	chr6	35425693	35425761	4
FANCE	ENSG00000112039	ENST00000229769	NM_021922	1	chr6	35426074	35426217	5
FANCE	ENSG00000112039	ENST00000229769	NM_021922	1	chr6	35427108	35427231	6
FANCE	ENSG00000112039	ENST00000229769	NM_021922	1	chr6	35427459	35427537	7
FANCE	ENSG00000112039	ENST00000229769	NM_021922	1	chr6	35428329	35428395	8
FANCE	ENSG00000112039	ENST00000229769	NM_021922	1	chr6	35430566	35430691	9
FANCE	ENSG00000112039	ENST00000229769	NM_021922	1	chr6	35434021	35434880	10
CDKN2A	ENSG00000147889	ENST00000304494	NM_000077	-1	chr9	21974677	21975097	1
CDKN2A	ENSG00000147889	ENST00000304494	NM_000077	-1	chr9	21970901	21971207	2
CDKN2A	ENSG00000147889	ENST00000304494	NM_000077	-1	chr9	21967752	21968241	3
PTEN	ENSG00000171862	ENST00000371953	NM_000314	1	chr10	89622870	89624305	1
PTEN	ENSG00000171862	ENST00000371953	NM_000314	1	chr10	89653782	89653866	2
PTEN	ENSG00000171862	ENST00000371953	NM_000314	1	chr10	89685270	89685314	3
PTEN	ENSG00000171862	ENST00000371953	NM_000314	1	chr10	89690803	89690846	4
PTEN	ENSG00000171862	ENST00000371953	NM_000314	1	chr10	89692770	89693008	5
PTEN	ENSG00000171862	ENST00000371953	NM_000314	1	chr10	89711875	89712016	6
PTEN	ENSG00000171862	ENST00000371953	NM_000314	1	chr10	89717610	89717776	7
PTEN	ENSG00000171862	ENST00000371953	NM_000314	1	chr10	89720651	89720875	8
PTEN	ENSG00000171862	ENST00000371953	NM_000314	1	chr10	89725044	89731687	9
CDH1	ENSG00000039068	ENST00000261769	NM_004360	1	chr16	68771128	68771366	1
CDH1	ENSG00000039068	ENST00000261769	NM_004360	1	chr16	68772200	68772314	2
CDH1	ENSG00000039068	ENST00000261769	NM_004360	1	chr16	68835573	68835796	3
CDH1	ENSG00000039068	ENST00000261769	NM_004360	1	chr16	68842327	68842470	4
CDH1	ENSG00000039068	ENST00000261769	NM_004360	1	chr16	68842596	68842751	5
CDH1	ENSG00000039068	ENST00000261769	NM_004360	1	chr16	68844100	68844244	6
CDH1	ENSG00000039068	ENST00000261769	NM_004360	1	chr16	68845587	68845762	7
CDH1	ENSG00000039068	ENST00000261769	NM_004360	1	chr16	68846038	68846166	8
CDH1	ENSG00000039068	ENST00000261769	NM_004360	1	chr16	68847216	68847398	9
CDH1	ENSG00000039068	ENST00000261769	NM_004360	1	chr16	68849418	68849662	10
CDH1	ENSG00000039068	ENST00000261769	NM_004360	1	chr16	68853183	68853328	11
CDH1	ENSG00000039068	ENST00000261769	NM_004360	1	chr16	68855904	68856128	12
CDH1	ENSG00000039068	ENST00000261769	NM_004360	1	chr16	68857302	68857529	13
CDH1	ENSG00000039068	ENST00000261769	NM_004360	1	chr16	68862077	68862207	14
CDH1	ENSG00000039068	ENST00000261769	NM_004360	1	chr16	68863557	68863700	15
CDH1	ENSG00000039068	ENST00000261769	NM_004360	1	chr16	68867193	68869451	16
CDKN1C	ENSG00000129757	ENST00000414822	NM_000076	-1	chr11	2905900	2907111	1
CDKN1C	ENSG00000129757	ENST00000414822	NM_000076	-1	chr11	2905229	2905364	2
CDKN1C	ENSG00000129757	ENST00000414822	NM_000076	-1	chr11	2904443	2905145	3
SDHD	ENSG00000204370	ENST00000375549	NM_003002	1	chr11	111957497	111957683	1
SDHD	ENSG00000204370	ENST00000375549	NM_003002	1	chr11	111958581	111958697	2
SDHD	ENSG00000204370	ENST00000375549	NM_003002	1	chr11	111959591	111959735	3
SDHD	ENSG00000204370	ENST00000375549	NM_003002	1	chr11	111965529	111966518	4
EZH2	ENSG00000106462	ENST00000320356	NM_001203247	-1	chr7	148544274	148544397	2
EZH2	ENSG00000106462	ENST00000320356	NM_001203247	-1	chr7	148543562	148543690	3
EZH2	ENSG00000106462	ENST00000320356	NM_001203247	-1	chr7	148529726	148529842	4
EZH2	ENSG00000106462	ENST00000320356	NM_001203247	-1	chr7	148526820	148526940	5
EZH2	ENSG00000106462	ENST00000320356	NM_001203247	-1	chr7	148525832	148525972	6
EZH2	ENSG00000106462	ENST00000320356	NM_001203247	-1	chr7	148524256	148524358	7
EZH2	ENSG00000106462	ENST00000320356	NM_001203247	-1	chr7	148516688	148516779	9
EZH2	ENSG00000106462	ENST00000320356	NM_001203247	-1	chr7	148514969	148515209	10
EZH2	ENSG00000106462	ENST00000320356	NM_001203247	-1	chr7	148514314	148514483	11
EZH2	ENSG00000106462	ENST00000320356	NM_001203247	-1	chr7	148513776	148513870	12
EZH2	ENSG00000106462	ENST00000320356	NM_001203247	-1	chr7	148512598	148512638	13
EZH2	ENSG00000106462	ENST00000320356	NM_001203247	-1	chr7	148511051	148511229	15
EZH2	ENSG00000106462	ENST00000320356	NM_001203247	-1	chr7	148508717	148508812	16
EZH2	ENSG00000106462	ENST00000320356	NM_001203247	-1	chr7	148507425	148507506	17
EZH2	ENSG00000106462	ENST00000320356	NM_001203247	-1	chr7	148506402	148506482	18
EZH2	ENSG00000106462	ENST00000320356	NM_001203247	-1	chr7	148506163	148506247	19
EZH2	ENSG00000106462	ENST00000320356	NM_001203247	-1	chr7	148512006	148512131	14
EZH2	ENSG00000106462	ENST00000320356	NM_001203247	-1	chr7	148504477	148504798	20
EZH2	ENSG00000106462	ENST00000320356	NM_001203247	-1	chr7	148581256	148581370	1
EZH2	ENSG00000106462	ENST00000320356	NM_001203247	-1	chr7	148523546	148523724	8
PRF1	ENSG00000180644	ENST00000441259	NM_001083116	-1	chr10	72362401	72362531	1
PRF1	ENSG00000180644	ENST00000441259	NM_001083116	-1	chr10	72360120	72360688	2
PRF1	ENSG00000180644	ENST00000441259	NM_001083116	-1	chr10	72357105	72358937	3
PMS1	ENSG00000064933	ENST00000441310	NM_000534	1	chr2	190649107	190649319	1
PMS1	ENSG00000064933	ENST00000441310	NM_000534	1	chr2	190656516	190656667	2
PMS1	ENSG00000064933	ENST00000441310	NM_000534	1	chr2	190660495	190660677	3
PMS1	ENSG00000064933	ENST00000441310	NM_000534	1	chr2	190670378	190670480	4
PMS1	ENSG00000064933	ENST00000441310	NM_000534	1	chr2	190682743	190682906	5
PMS1	ENSG00000064933	ENST00000441310	NM_000534	1	chr2	190708690	190708806	6
PMS1	ENSG00000064933	ENST00000441310	NM_000534	1	chr2	190717381	190717503	7
PMS1	ENSG00000064933	ENST00000441310	NM_000534	1	chr2	190718665	190718808	8
PMS1	ENSG00000064933	ENST00000441310	NM_000534	1	chr2	190718965	190719854	9
PMS1	ENSG00000064933	ENST00000441310	NM_000534	1	chr2	190728469	190728954	10
PMS1	ENSG00000064933	ENST00000441310	NM_000534	1	chr2	190732525	190732655	11
PMS1	ENSG00000064933	ENST00000441310	NM_000534	1	chr2	190738222	190738382	12
PMS1	ENSG00000064933	ENST00000441310	NM_000534	1	chr2	190741998	190742355	13
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10070309	10070405	2
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10074516	10074656	3
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10076153	10076220	4
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10076379	10076482	5
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10076857	10076917	6
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10077971	10078023	7
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10080963	10081041	8
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10081405	10081529	9
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10083307	10083394	10
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10084243	10084347	11
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10084734	10084834	12
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10085168	10085276	13
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10085513	10085548	14
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10088264	10088407	15
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10089601	10089735	16
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10091058	10091189	17
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10094071	10094181	18
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10101978	10102087	19
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10103835	10103895	20
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10105476	10105595	21
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10106040	10106113	22
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10106413	10106559	23
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10107078	10107178	24
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10107548	10107663	25
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10108893	10109001	26
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10114555	10114665	27
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10114937	10115046	28
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10116214	10116357	29
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10119765	10119881	30
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10122784	10122912	31
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10123030	10123148	32
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10127496	10127606	33
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10128818	10128948	34
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10130133	10130226	35
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10130512	10130634	36
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10131976	10132069	37
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10133865	10133936	38
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10134969	10135007	39
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10135973	10136047	40
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10136884	10136958	41
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10138010	10138156	42
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10140404	10140499	43
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10142872	10143614	44
FANCD2	ENSG00000144554	ENST00000383807	NM_001018115	1	chr3	10068113	10068157	1
MAX	ENSG00000125952	ENST00000358664	NM_002382	-1	chr14	65568264	65568290	2
MAX	ENSG00000125952	ENST00000358664	NM_002382	-1	chr14	65560426	65560533	3
MAX	ENSG00000125952	ENST00000358664	NM_002382	-1	chr14	65544631	65544754	4
MAX	ENSG00000125952	ENST00000358664	NM_002382	-1	chr14	65569022	65569188	1
MAX	ENSG00000125952	ENST00000358664	NM_002382	-1	chr14	65542262	65543381	5
AIP	ENSG00000110711	ENST00000279146	NM_003977	1	chr11	67250512	67250728	1
AIP	ENSG00000110711	ENST00000279146	NM_003977	1	chr11	67254477	67254656	2
AIP	ENSG00000110711	ENST00000279146	NM_003977	1	chr11	67257509	67257685	4
AIP	ENSG00000110711	ENST00000279146	NM_003977	1	chr11	67257787	67257928	5
AIP	ENSG00000110711	ENST00000279146	NM_003977	1	chr11	67256738	67256926	3
AIP	ENSG00000110711	ENST00000279146	NM_003977	1	chr11	67258259	67258574	6
SDHAF2	ENSG00000167985	ENST00000301761	NM_017841	1	chr11	61197545	61197654	1
SDHAF2	ENSG00000167985	ENST00000301761	NM_017841	1	chr11	61205097	61205320	2
SDHAF2	ENSG00000167985	ENST00000301761	NM_017841	1	chr11	61205476	61205585	3
SDHAF2	ENSG00000167985	ENST00000301761	NM_017841	1	chr11	61213413	61215001	4
VHL	ENSG00000134086	ENST00000256474	NM_000551	1	chr3	10182692	10183871	1
VHL	ENSG00000134086	ENST00000256474	NM_000551	1	chr3	10188198	10188320	2
VHL	ENSG00000134086	ENST00000256474	NM_000551	1	chr3	10191471	10193904	3
XPC	ENSG00000154767	ENST00000285021	NM_001145769	-1	chr3	14219966	14220283	1
XPC	ENSG00000154767	ENST00000285021	NM_001145769	-1	chr3	14214367	14214562	2
XPC	ENSG00000154767	ENST00000285021	NM_001145769	-1	chr3	14211938	14212050	3
XPC	ENSG00000154767	ENST00000285021	NM_001145769	-1	chr3	14209757	14209880	4
XPC	ENSG00000154767	ENST00000285021	NM_001145769	-1	chr3	14208669	14208753	5
XPC	ENSG00000154767	ENST00000285021	NM_001145769	-1	chr3	14206928	14207085	6
XPC	ENSG00000154767	ENST00000285021	NM_001145769	-1	chr3	14206313	14206433	7
XPC	ENSG00000154767	ENST00000285021	NM_001145769	-1	chr3	14201241	14201330	8
XPC	ENSG00000154767	ENST00000285021	NM_001145769	-1	chr3	14199511	14200392	9
XPC	ENSG00000154767	ENST00000285021	NM_001145769	-1	chr3	14197835	14197995	10
XPC	ENSG00000154767	ENST00000285021	NM_001145769	-1	chr3	14193835	14193916	11
XPC	ENSG00000154767	ENST00000285021	NM_001145769	-1	chr3	14190314	14190448	12
XPC	ENSG00000154767	ENST00000285021	NM_001145769	-1	chr3	14190062	14190231	13
XPC	ENSG00000154767	ENST00000285021	NM_001145769	-1	chr3	14189408	14189501	14
XPC	ENSG00000154767	ENST00000285021	NM_001145769	-1	chr3	14188790	14188879	15
XPC	ENSG00000154767	ENST00000285021	NM_001145769	-1	chr3	14186647	14187659	16
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2097466	2098066	1
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2098588	2098754	2
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2100401	2100487	3
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2103343	2103453	4
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2104297	2104441	5
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2105403	2105520	6
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2106197	2106245	7
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2106645	2106770	8
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2107106	2107179	9
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2108748	2108874	10
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2110671	2110814	11
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2111872	2112009	12
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2112498	2112601	13
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2112973	2113054	14
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2114273	2114428	15
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2115520	2115636	16
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2120457	2120579	17
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2121511	2121617	18
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2121785	2121935	19
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2122242	2122364	20
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2122850	2122984	21
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2124201	2124390	22
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2125800	2125893	23
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2126069	2126171	24
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2126492	2126586	25
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2127599	2127727	26
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2129033	2129197	27
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2129277	2129429	28
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2129558	2129670	29
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2130166	2130378	30
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2131596	2131799	31
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2132437	2132505	32
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2133696	2133817	33
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2134229	2134716	34
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2134952	2135027	35
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2135231	2135323	36
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2136194	2136380	37
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2136733	2136872	38
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2137864	2137942	39
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2138049	2138140	40
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2138228	2138326	41
TSC2	ENSG00000103197	ENST00000219476	NM_000548	1	chr16	2138447	2138713	42
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	48877911	48878185	1
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	48881416	48881542	2
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	48916735	48916850	3
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	48919216	48919335	4
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	48921961	48921999	5
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	48923092	48923159	6
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	48934153	48934263	7
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	48936951	48937093	8
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	48939030	48939107	9
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	48941630	48941739	10
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	48942663	48942740	11
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	48947541	48947628	12
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	48951054	48951170	13
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	48953730	48953786	14
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	48954189	48954220	15
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	48954301	48954377	16
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	48955383	48955579	17
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	49027129	49027247	18
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	49030340	49030485	19
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	49033824	49033969	20
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	49037867	49037971	21
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	49039134	49039247	22
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	49039341	49039504	23
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	49047496	49047526	24
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	49050837	49050979	25
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	49051491	49051540	26
RB1	ENSG00000139687	ENST00000267163	NM_000321	1	chr13	49054134	49056122	27
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45873794	45873876	1
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45873391	45873490	2
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45872328	45872405	3
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45872188	45872250	4
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45871888	45872001	5
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45868300	45868416	6
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45868096	45868212	7
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45867682	45867805	8
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45867493	45867589	9
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45867244	45867377	10
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45867001	45867169	11
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45864782	45864900	12
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45860888	45860957	13
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45860732	45860801	14
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45860528	45860629	15
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45858923	45858986	16
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45857988	45858109	17
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45856500	45856592	18
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45856341	45856413	19
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45856004	45856074	20
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45855764	45855907	21
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45855467	45855610	22
ERCC2	ENSG00000104884	ENST00000391945	NM_000400	-1	chr19	45853095	45854979	23
FANCG	ENSG00000221829	ENST00000378643	NM_004629	-1	chr9	35079148	35079238	2
FANCG	ENSG00000221829	ENST00000378643	NM_004629	-1	chr9	35078602	35078733	3
FANCG	ENSG00000221829	ENST00000378643	NM_004629	-1	chr9	35079438	35080013	1
FANCG	ENSG00000221829	ENST00000378643	NM_004629	-1	chr9	35078138	35078340	4
FANCG	ENSG00000221829	ENST00000378643	NM_004629	-1	chr9	35077261	35077396	5
FANCG	ENSG00000221829	ENST00000378643	NM_004629	-1	chr9	35076968	35077098	6
FANCG	ENSG00000221829	ENST00000378643	NM_004629	-1	chr9	35076721	35076867	7
FANCG	ENSG00000221829	ENST00000378643	NM_004629	-1	chr9	35076429	35076580	8
FANCG	ENSG00000221829	ENST00000378643	NM_004629	-1	chr9	35075959	35076025	9
FANCG	ENSG00000221829	ENST00000378643	NM_004629	-1	chr9	35075462	35075751	10
FANCG	ENSG00000221829	ENST00000378643	NM_004629	-1	chr9	35075276	35075322	11
FANCG	ENSG00000221829	ENST00000378643	NM_004629	-1	chr9	35074924	35075079	12
FANCG	ENSG00000221829	ENST00000378643	NM_004629	-1	chr9	35074368	35074491	13
FANCG	ENSG00000221829	ENST00000378643	NM_004629	-1	chr9	35073835	35074213	14
MET	ENSG00000105976	ENST00000397752	NM_001127500	1	chr7	116312446	116312631	1
