Gene_name	Gene_ID	Transcript_ID	RefSeq_ID	Strand	Chromosome	Exon_region_start	Exon_region_end	Exon_rank_in_transcript
MYO6	ENSG00000196586	ENST00000369977	NM_004999	1	chr6	76582924	76583017	20
MYO6	ENSG00000196586	ENST00000369977	NM_004999	1	chr6	76589537	76589667	21
MYO6	ENSG00000196586	ENST00000369977	NM_004999	1	chr6	76589760	76589837	22
MYO6	ENSG00000196586	ENST00000369977	NM_004999	1	chr6	76591406	76591535	23
MYO6	ENSG00000196586	ENST00000369977	NM_004999	1	chr6	76595721	76595811	24
MYO6	ENSG00000196586	ENST00000369977	NM_004999	1	chr6	76596561	76596711	25
MYO6	ENSG00000196586	ENST00000369977	NM_004999	1	chr6	76599774	76599982	26
MYO6	ENSG00000196586	ENST00000369977	NM_004999	1	chr6	76600945	76601023	27
MYO6	ENSG00000196586	ENST00000369977	NM_004999	1	chr6	76602247	76602407	28
MYO6	ENSG00000196586	ENST00000369977	NM_004999	1	chr6	76617322	76617425	31
MYO6	ENSG00000196586	ENST00000369977	NM_004999	1	chr6	76618213	76618344	32
MYO6	ENSG00000196586	ENST00000369977	NM_004999	1	chr6	76621389	76621415	33
MYO6	ENSG00000196586	ENST00000369977	NM_004999	1	chr6	76623780	76623998	34
MYO6	ENSG00000196586	ENST00000369977	NM_004999	1	chr6	76459049	76459140	1
MYO6	ENSG00000196586	ENST00000369977	NM_004999	1	chr6	76604948	76604977	29
MYO6	ENSG00000196586	ENST00000369977	NM_004999	1	chr6	76608090	76608128	30
MYO6	ENSG00000196586	ENST00000369977	NM_004999	1	chr6	76624530	76626329	35
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10654098	10654694	1
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10653349	10653654	2
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10644611	10644662	3
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10639116	10639370	4
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10637046	10637106	5
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10633116	10633246	6
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10632779	10632898	7
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10632229	10632342	8
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10630895	10631008	9
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10630170	10630283	10
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10629709	10629755	11
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10629197	10629370	12
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10628608	10628758	13
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10627587	10627751	14
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10626619	10626732	15
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10626004	10626117	16
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10625791	10625904	17
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10625511	10625627	18
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10625005	10625032	19
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10624426	10624511	20
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10623136	10623249	21
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10622431	10622540	22
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10622108	10622341	23
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10621761	10621892	24
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10621431	10621581	25
JAG1	ENSG00000101384	ENST00000254958	NM_000214	-1	chr20	10618332	10620603	26
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73612886	73613320	1
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73646251	73646446	3
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73649985	73650102	4
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73651558	73652030	5
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73653581	73653681	6
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73659326	73659419	7
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73675090	73681194	8
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73682289	73682422	9
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73716761	73718625	10
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73746902	73747143	11
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73761951	73762076	12
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73777394	73777564	13
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73784347	73784481	14
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73786099	73786269	15
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73799389	73800551	16
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73826528	73826648	17
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73827805	73828008	18
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73828322	73828563	19
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73829312	73829495	20
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73830368	73830431	21
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73835602	73835701	22
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73635750	73635875	2
ALMS1	ENSG00000116127	ENST00000264448	NM_015120	1	chr2	73836695	73837046	23
LPL	ENSG00000175445	ENST00000311322	NM_000237	1	chr8	19809280	19809459	3
LPL	ENSG00000175445	ENST00000311322	NM_000237	1	chr8	19810821	19810932	4
LPL	ENSG00000175445	ENST00000311322	NM_000237	1	chr8	19805691	19805851	2
LPL	ENSG00000175445	ENST00000311322	NM_000237	1	chr8	19796482	19797039	1
LPL	ENSG00000175445	ENST00000311322	NM_000237	1	chr8	19811631	19811864	5
LPL	ENSG00000175445	ENST00000311322	NM_000237	1	chr8	19813352	19813594	6
LPL	ENSG00000175445	ENST00000311322	NM_000237	1	chr8	19816771	19816891	7
LPL	ENSG00000175445	ENST00000311322	NM_000237	1	chr8	19818412	19818594	8
LPL	ENSG00000175445	ENST00000311322	NM_000237	1	chr8	19819626	19819730	9
LPL	ENSG00000175445	ENST00000311322	NM_000237	1	chr8	19822821	19824769	10
DOLK	ENSG00000175283	ENST00000372586	NM_014908	-1	chr9	131707809	131709898	1
NODAL	ENSG00000156574	ENST00000287139	NM_018055	-1	chr10	72201231	72201423	1
NODAL	ENSG00000156574	ENST00000287139	NM_018055	-1	chr10	72195042	72195739	2
NODAL	ENSG00000156574	ENST00000287139	NM_018055	-1	chr10	72192071	72192844	3
GCKR	ENSG00000084734	ENST00000264717	NM_001486	1	chr2	27719709	27719831	1
GCKR	ENSG00000084734	ENST00000264717	NM_001486	1	chr2	27720111	27720266	2
GCKR	ENSG00000084734	ENST00000264717	NM_001486	1	chr2	27720429	27720497	3
GCKR	ENSG00000084734	ENST00000264717	NM_001486	1	chr2	27721122	27721190	4
GCKR	ENSG00000084734	ENST00000264717	NM_001486	1	chr2	27721591	27721664	5
GCKR	ENSG00000084734	ENST00000264717	NM_001486	1	chr2	27722009	27722075	6
GCKR	ENSG00000084734	ENST00000264717	NM_001486	1	chr2	27722264	27722317	7
GCKR	ENSG00000084734	ENST00000264717	NM_001486	1	chr2	27724002	27724096	8
GCKR	ENSG00000084734	ENST00000264717	NM_001486	1	chr2	27726381	27726486	9
GCKR	ENSG00000084734	ENST00000264717	NM_001486	1	chr2	27728585	27728703	10
GCKR	ENSG00000084734	ENST00000264717	NM_001486	1	chr2	27729348	27729446	11
GCKR	ENSG00000084734	ENST00000264717	NM_001486	1	chr2	27729655	27729752	12
GCKR	ENSG00000084734	ENST00000264717	NM_001486	1	chr2	27730102	27730178	13
GCKR	ENSG00000084734	ENST00000264717	NM_001486	1	chr2	27730548	27730644	14
GCKR	ENSG00000084734	ENST00000264717	NM_001486	1	chr2	27730844	27730941	15
GCKR	ENSG00000084734	ENST00000264717	NM_001486	1	chr2	27731035	27731118	16
GCKR	ENSG00000084734	ENST00000264717	NM_001486	1	chr2	27741655	27741804	17
GCKR	ENSG00000084734	ENST00000264717	NM_001486	1	chr2	27745327	27745461	18
GCKR	ENSG00000084734	ENST00000264717	NM_001486	1	chr2	27746136	27746551	19
ANKRD1	ENSG00000148677	ENST00000371697	NM_014391	-1	chr10	92680758	92681033	1
ANKRD1	ENSG00000148677	ENST00000371697	NM_014391	-1	chr10	92679926	92680105	2
ANKRD1	ENSG00000148677	ENST00000371697	NM_014391	-1	chr10	92678888	92679025	3
ANKRD1	ENSG00000148677	ENST00000371697	NM_014391	-1	chr10	92678622	92678729	4
ANKRD1	ENSG00000148677	ENST00000371697	NM_014391	-1	chr10	92677489	92677587	5
ANKRD1	ENSG00000148677	ENST00000371697	NM_014391	-1	chr10	92675928	92676026	6
ANKRD1	ENSG00000148677	ENST00000371697	NM_014391	-1	chr10	92675539	92675637	7
ANKRD1	ENSG00000148677	ENST00000371697	NM_014391	-1	chr10	92675300	92675398	8
ANKRD1	ENSG00000148677	ENST00000371697	NM_014391	-1	chr10	92671853	92672733	9
CRELD1	ENSG00000163703	ENST00000383811	NM_015513	1	chr3	9976519	9976601	2
CRELD1	ENSG00000163703	ENST00000383811	NM_015513	1	chr3	9979246	9979356	3
CRELD1	ENSG00000163703	ENST00000383811	NM_015513	1	chr3	9979699	9979790	4
CRELD1	ENSG00000163703	ENST00000383811	NM_015513	1	chr3	9982534	9982710	5
CRELD1	ENSG00000163703	ENST00000383811	NM_015513	1	chr3	9982795	9982890	6
CRELD1	ENSG00000163703	ENST00000383811	NM_015513	1	chr3	9984497	9984580	7
CRELD1	ENSG00000163703	ENST00000383811	NM_015513	1	chr3	9984761	9984856	8
CRELD1	ENSG00000163703	ENST00000383811	NM_015513	1	chr3	9985065	9985199	9
CRELD1	ENSG00000163703	ENST00000383811	NM_015513	1	chr3	9975524	9976296	1
CRELD1	ENSG00000163703	ENST00000383811	NM_015513	1	chr3	9986049	9987097	10
RANGRF	ENSG00000108961	ENST00000226105	NM_016492	1	chr17	8191815	8192183	1
RANGRF	ENSG00000108961	ENST00000226105	NM_016492	1	chr17	8192274	8192390	2
RANGRF	ENSG00000108961	ENST00000226105	NM_016492	1	chr17	8192576	8192732	3
RANGRF	ENSG00000108961	ENST00000226105	NM_016492	1	chr17	8192821	8192906	4
RANGRF	ENSG00000108961	ENST00000226105	NM_016492	1	chr17	8193131	8193410	5
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32259432	32259556	2
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32335940	32336007	3
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32345925	32346005	4
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32374001	32374214	5
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32386183	32386268	6
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32391923	32392077	7
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32431795	32431892	13
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32438249	32438362	14
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32443930	32444026	15
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32395873	32395978	8
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32398128	32398294	9
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32400755	32400879	10
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32407557	32407640	11
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32428260	32428347	12
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32455203	32455362	17
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32457683	32457772	18
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32459515	32459683	19
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32462033	32462165	20
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32173322	32173502	1
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32446075	32446095	16
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32464692	32464740	21
DTNA	ENSG00000134769	ENST00000399121	NM_001198939	1	chr18	32467730	32471808	22
APOE	ENSG00000130203	ENST00000252486	NM_000041	1	chr19	45409011	45409098	1
APOE	ENSG00000130203	ENST00000252486	NM_000041	1	chr19	45409859	45409924	2
APOE	ENSG00000130203	ENST00000252486	NM_000041	1	chr19	45411017	45411209	3
APOE	ENSG00000130203	ENST00000252486	NM_000041	1	chr19	45411790	45412650	4
APOC2	ENSG00000234906	ENST00000252490	NM_000483	1	chr19	45451723	45451790	2
APOC2	ENSG00000234906	ENST00000252490	NM_000483	1	chr19	45451958	45452117	3
APOC2	ENSG00000234906	ENST00000252490	NM_000483	1	chr19	45449243	45449332	1
APOC2	ENSG00000234906	ENST00000252490	NM_000483	1	chr19	45452416	45452814	4
ACTC1	ENSG00000159251	ENST00000290378	NM_005159	-1	chr15	35087707	35088340	1
ACTC1	ENSG00000159251	ENST00000290378	NM_005159	-1	chr15	35086881	35087031	2
ACTC1	ENSG00000159251	ENST00000290378	NM_005159	-1	chr15	35085446	35085770	3
ACTC1	ENSG00000159251	ENST00000290378	NM_005159	-1	chr15	35084609	35084770	4
ACTC1	ENSG00000159251	ENST00000290378	NM_005159	-1	chr15	35084291	35084482	5
ACTC1	ENSG00000159251	ENST00000290378	NM_005159	-1	chr15	35083315	35083496	6
ACTC1	ENSG00000159251	ENST00000290378	NM_005159	-1	chr15	35080297	35082756	7
TMEM43	ENSG00000170876	ENST00000306077	NM_024334	1	chr3	14166440	14166705	1
TMEM43	ENSG00000170876	ENST00000306077	NM_024334	1	chr3	14170912	14171061	2
TMEM43	ENSG00000170876	ENST00000306077	NM_024334	1	chr3	14172322	14172456	3
TMEM43	ENSG00000170876	ENST00000306077	NM_024334	1	chr3	14173080	14173174	4
TMEM43	ENSG00000170876	ENST00000306077	NM_024334	1	chr3	14174046	14174095	5
TMEM43	ENSG00000170876	ENST00000306077	NM_024334	1	chr3	14174366	14174435	6
TMEM43	ENSG00000170876	ENST00000306077	NM_024334	1	chr3	14175239	14175309	7
TMEM43	ENSG00000170876	ENST00000306077	NM_024334	1	chr3	14176270	14176391	8
TMEM43	ENSG00000170876	ENST00000306077	NM_024334	1	chr3	14176658	14176732	9
TMEM43	ENSG00000170876	ENST00000306077	NM_024334	1	chr3	14177307	14177408	10
TMEM43	ENSG00000170876	ENST00000306077	NM_024334	1	chr3	14180680	14180797	11
TMEM43	ENSG00000170876	ENST00000306077	NM_024334	1	chr3	14183093	14185179	12
PTPN11	ENSG00000179295	ENST00000351677	NM_002834	1	chr12	112884080	112884202	2
PTPN11	ENSG00000179295	ENST00000351677	NM_002834	1	chr12	112888122	112888316	3
PTPN11	ENSG00000179295	ENST00000351677	NM_002834	1	chr12	112890999	112891191	4
PTPN11	ENSG00000179295	ENST00000351677	NM_002834	1	chr12	112892368	112892484	5
PTPN11	ENSG00000179295	ENST00000351677	NM_002834	1	chr12	112893754	112893867	6
PTPN11	ENSG00000179295	ENST00000351677	NM_002834	1	chr12	112910748	112910844	7
PTPN11	ENSG00000179295	ENST00000351677	NM_002834	1	chr12	112915455	112915534	8
PTPN11	ENSG00000179295	ENST00000351677	NM_002834	1	chr12	112915661	112915819	9
PTPN11	ENSG00000179295	ENST00000351677	NM_002834	1	chr12	112919878	112920009	10
PTPN11	ENSG00000179295	ENST00000351677	NM_002834	1	chr12	112856718	112856929	1
PTPN11	ENSG00000179295	ENST00000351677	NM_002834	1	chr12	112924279	112924433	11
PTPN11	ENSG00000179295	ENST00000351677	NM_002834	1	chr12	112926247	112926314	12
PTPN11	ENSG00000179295	ENST00000351677	NM_002834	1	chr12	112926828	112926979	13
PTPN11	ENSG00000179295	ENST00000351677	NM_002834	1	chr12	112939948	112940060	14
PTPN11	ENSG00000179295	ENST00000351677	NM_002834	1	chr12	112942499	112942600	15
PTPN11	ENSG00000179295	ENST00000351677	NM_002834	1	chr12	112943629	112947717	16
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114095572	114095673	2
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114117524	114117622	3
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114120167	114120265	4
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114153317	114153415	5
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114158143	114158328	6
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114158755	114158778	7
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114161641	114161739	8
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114163267	114163365	9
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114170920	114171018	10
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114176891	114177088	11
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114179206	114179304	12
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114179469	114179567	13
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114186053	114186151	14
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114195608	114195805	15
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114198993	114199091	16
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114199616	114199714	17
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114203831	114204028	18
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114208761	114208859	19
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114209544	114209642	20
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114213572	114213670	21
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114214596	114214694	22
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114223923	114223995	23
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114232411	114232555	24
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114238863	114238965	25
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114239673	114239776	26
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114251402	114251626	27
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114253128	114253226	28
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114254210	114254364	29
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114257002	114257213	30
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114257733	114257937	31
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114260382	114260478	32
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114262844	114263072	33
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114264173	114264298	34
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114267056	114267178	35
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114269432	114269464	36
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114271384	114271405	37
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114281979	114282053	39
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114284494	114284625	40
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114286195	114286338	41
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114288722	114289007	42
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114290670	114290961	43
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114294246	114294329	44
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114294441	114294605	45
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	113970832	113970968	1
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114274201	114280455	38
ANK2	ENSG00000145362	ENST00000357077	NM_001148	1	chr4	114302613	114304896	46
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31279072	31279133	63
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31241164	31241238	64
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31227615	31227816	65
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31224699	31224784	66
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31222078	31222235	67
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31200855	31201021	68
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31198487	31198598	69
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31196786	31196922	70
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31196049	31196087	71
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31191656	31191721	72
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31190465	31190530	73
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31187560	31187718	74
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31165392	31165635	75
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31164408	31164531	76
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31152219	31152311	77
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31893305	31893490	48
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31854835	31854936	49
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31838092	31838200	50
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31792077	31792309	51
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31747748	31747865	52
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31697492	31697703	53
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31676107	31676261	54
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31645790	31645979	55
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31525398	31525570	56
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31514905	31515061	57
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31497100	31497220	58
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31496223	31496491	59
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31462598	31462744	60
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31366673	31366751	61
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31341715	31341775	62
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	33038256	33038317	2
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32867845	32867937	3
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32862900	32862977	4
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32841412	32841504	5
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32834585	32834757	6
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32827610	32827728	7
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32717229	32717410	8
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32715987	32716115	9
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32663081	32663269	10
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32662249	32662430	11
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32632420	32632570	12
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32613874	32613993	13
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32591862	32591963	14
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32591647	32591754	15
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32583819	32583998	16
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32563276	32563451	17
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32536125	32536248	18
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32519872	32519959	19
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32509394	32509635	20
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32503036	32503216	21
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32490281	32490426	22
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32486615	32486827	23
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32482703	32482816	24
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32481556	32481711	25
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32472779	32472949	26
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32466573	32466755	27
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32459297	32459431	28
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32456358	32456507	29
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32429869	32430030	30
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32408188	32408298	31
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32407618	32407791	32
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32404427	32404582	33
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32398627	32398797	34
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32383137	32383316	35
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32382699	32382827	36
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32380905	32381075	37
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32366523	32366645	38
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32364060	32364197	39
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32361251	32361403	40
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32360217	32360399	41
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32328199	32328393	42
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32305646	32305818	43
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	32235033	32235180	44
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31986456	31986631	45
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31950197	31950344	46
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31947713	31947862	47
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31144759	31144790	78
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	31137345	31140047	79
DMD	ENSG00000198947	ENST00000357033	NM_004011	-1	chrX	33229399	33229636	1
